חותמת זמן	שם ההשתלמות 	1. מה היא שביעות רצונך הכללית מהכשרה/העשרה ?	2. באיזה מידה הרגשת חופשי לשאול את המרצים שאלות ?	3.   באיזה מידה הרגשת שהכשרה/העשרה תרמה לך ?	4. באיזה מידה הייתה הלימה בין תכני ההרצאה והנושאים שעניינוו אותך?	5. באיזה מידה ההכשרה/העשרה חידשה או נתנה לך מידע חדש ?	6. באיזו מידה הכשרה/העשרה נתנה לך כלים יישומיים לשימוש יומיומי?	7. האם אתה  מתכוון ליישמם בעבודתך ?	8. ציין אילו שינויים בשדה הקליני/במקום עבודתך את/ה תנקוט בעקבות הכשרה/העשרה?  פרט:	9. לסיכום נשמח לשמוע על החוויה שלך- מה עבד טוב ומה היית מציע/ה לשפר ?  פרט:	תודה על שיתוף הפעולה!
30/04/2024 16:58:18	ניהול טיפול בפצע	5	3	4	4	4	5	5	הרבה שינויים מבחינה קלינית ומבחינת מידע נוסף 	הקורס עשה לי שיפור מאוד פולט בעבודה הקלינית שלי 	הייה מעניין -מאוד תודה
30/04/2024 16:58:36	ניהול טיפול בפצע	5	4	5	5	5	4	5		הקורס היה מעניין ומלמד ,גם כן מרענן 	תודה רבה 
30/04/2024 16:59:08	ניהול טיפול בפצע	5	5	5	5	5	5	5		היה מאוד נעים לכנס לקורס הזה , הרבה מדעים שאי אפשר לדעת בלי הקורס 	
30/04/2024 16:59:18	ניהול טיפול בפצע	3	5	4	4	4	2	5			
30/04/2024 16:59:26	ניהול טיפול בפצע	5	5	5	5	5	5	5	אני מאמן פצעים במקום עבודתי	קורס מדהים, קיבלתי כלים מאוד רלוונטיים	
30/04/2024 16:59:27	ניהול טיפול בפצע	5	5	5	5	5	5	5	לטפל במטופלים עם פצעים בצורה יותר איפקטיבית 	הכל היה בסדר אין מה לשפר 	אין על מה 
30/04/2024 16:59:30	ניהול טיפול בפצע	5	5	5	5	5	5	5	חושבת לקבל נאמנת נושא 	הקורס ענייני מאוד ומעשיר מאוד .	
30/04/2024 16:59:33	ניהול טיפול בפצע	4	3	4	3	5	4	4	שינויים בהחלפת והתאמת הטיפול הנכון לפצע	אני בדרך כלל מעדיפה קורסי פרונטלי להבין את השיעורים יותר מזום אבל בקורס הזה למדתי המון ידע חדש	תודה לכם על הקורס המהמם שנתת לנו 
30/04/2024 16:59:40	ניהול טיפול בפצע	4	5	4	4	4	4	4	אופן ההסתכלות והתיעוד של הפצע	הייתי מציעה לעשות את ההרצאות יותר פעילות או עבודה בשטח כך שנוכל להרגיש את החומרים שיהיה מפגש פרונטלי ולראות פצעים וליישם טיםול בהם כראוי	
30/04/2024 16:59:54	ניהול טיפול בפצע	5	5	5	5	5	5	5	רכישת קלים חדשים לביצוע 	תודה על הקורס , למידה בצורה מובנת מרצים עם ידע עצום מאוד עזר לי בעבודה בתור אח 	באהבה 
30/04/2024 16:59:58	ניהול טיפול בפצע	5	4	4	5	4	4	5	לדאוג יותר על כיצד נזהה פצע לפני שיפתח לדרגה מתקדמת , ולהקפיד כמה שיותר על מניעת כל דבר שגורם לפצח פצעים		
30/04/2024 17:00:27	ניהול טיפול בפצע	5	5	5	5	5	5	5	בידע הורחב בשטח בכלים וביהול העבודה בוסף מבחינת כלכלה	היה קורס עניין ומרצים צקצועים ומוכשרים יש להם סבלנות להסברים ולשאלות 	תודה לכם 
30/04/2024 17:01:01	ניהול טיפול בפצע	3	5	4	4	4	3	4			
30/04/2024 17:01:09	ניהול טיפול בפצע	5	5	5	5	5	5	5	נאמן פצעים 	הכל פיקס 	תודה רבה על הכל , ישר כוח
30/04/2024 17:01:51	ניהול טיפול בפצע	5	5	5	5	5	5	5	אני יכולה להבדל בין סוג הפצעים ולבחור טיפול נכון לפצע ..לדאוג יותר על טיפול בכף רגל סכרתית ..הקורס היה מדהים 	החוויה שלי הייתה מקסימה ורוצה להמשיך קורסים עם מרצים הנחמדים ..תודה מחב שלי 	בקיף
30/04/2024 17:03:00	ניהול טיפול בפצע	2	5	3	3	3	3	1	נאמן נושא פצעי קשי ריפוי 	הקורס טוב אבל לא לעניין 	תודה
30/04/2024 17:04:46	ניהול טיפול בפצע	5	5	4	3	4	5	5	תכנית למניעת פצעים והכרה בסיסית של פצעים ודרכי מניעה עבור הצוות המטפל\כוח עזר	כמו כל קורס.. יש מרצים טובים ועניינים ויש כאלה שהייה מאוד קשה להחזיק ריכוז ולהקשיב להם. בנושאי משחות וחבישה הייתי רוצה הרחבה כי מרגיש לי שלא מוצא הנושא. היה מרצה אחד מעולה אבל הרגיש שרק שליש מתוכן ההרצאה היה קשור לעור והשאר היה קשור לתחום העבודה שלו. 	בשמחה
30/04/2024 17:04:53	ניהול טיפול בפצע	4	4	4	4	4	4	5			
30/04/2024 17:07:03	ניהול טיפול בפצע	5	5	5	5	5	4	5	מתכוונת ליישם את החומר ומה שאפשר לשתף את החומר הצוות	המרצים היו לרובם טובים ומעניינים 	
30/04/2024 17:07:07	ניהול טיפול בפצע	1	5	5	5	5	5	5	סוגי טיפולים וחבישות שלא משתמשים 	הכל עבר טוב וחלק ומרצים מאוד טובים וחומר קל ויפה ועוזר לעבודה	
30/04/2024 17:09:14	ניהול טיפול בפצע	1	3	5	3	5	5	4	כן , במוסדנו יש דיירים עם פצעים, ביקור פצעים וקיבלתי בקורס מלא חומר חדש	בקורס הכול ברור ועם תמונות - שזה טוב מאוד	המון תודה רבה על קורס, קיבלתי הרבה דברים חדשים ומתמים לעבודה
30/04/2024 17:09:18	ניהול טיפול בפצע	5	5	5	5	5	5	5			
30/04/2024 17:10:23	ניהול טיפול בפצע	5	5	5	5	4	4	5			
30/04/2024 17:10:26	ניהול טיפול בפצע	4	5	5	4	5	5	5			
30/04/2024 17:10:34	ניהול טיפול בפצע	5	5	5	5	5	5	5			
30/04/2024 17:10:37	ניהול טיפול בפצע	4	4	3	3	4	3	5	שממוש נכון והתאמה של משחות , התמדה בטיפול 	להתמקד על פרקטיקה , חסר הרחבה על חבישות וסוגי טיפולים, הרבה נושאים חוזרים על עצמם וחבל 	
30/04/2024 17:10:59	ניהול טיפול בפצע	3	4	3	3	2	2	3	חבישה אלסטית- חשיבות שלה וחבישה נכונה	האמת שקצת התאכזבתי, רמת התכנים היתה בינונית יחסית ולא נכנסנו לעומק של נושאים. ברמה האישית לא התחדש לי הרבה.	
30/04/2024 17:11:04	ניהול טיפול בפצע	4	3	5	4	4	5	4	נאמן זיהום	הכל היה מעולה	תודה רבה על הכל
30/04/2024 17:11:10	ניהול טיפול בפצע	4	2	3	4	3	3	4	יותר ידע	כלום	
30/04/2024 17:12:28	ניהול טיפול בפצע	5	5	5	4	5	4	5	מחלקת סיעודי מורכב שאני עובד 	קורס טוב מאוד ,ממליץ 	
30/04/2024 17:12:31	ניהול טיפול בפצע	5	5	5	5	5	3	4	היית יותר מתעניינת בפצעים כי אני עובדת בבית אבות וזה מאוד עזר לי 	ההכשרה היתה מאוד מצויינת ומדהימה מלאה ידע 	
30/04/2024 17:15:52	ניהול טיפול בפצע	4	5	5	4	5	5	5	מאוד עזר בעבודה 	מאוד עזר בעבודה	
05/06/2024 16:18:52	קורס טיפול פליאטיבי	4	4	4	4	4	4	4	הקורס נתן לי כלים להתמודד עם המצבים שאני נתקלת בהם בדיור המוגן במקום העבודה	הייתה חוויה נעימה בזמן הקורס  שאלתי שאלות וקיבלתי הנחיות וכלים להתמודד עם המצבים .	תודה ואשמח בהמשך לקחת חלק בעוד קורסים
05/06/2024 16:20:03	קורס טיפול פליאטיבי	4	5	4	4	4	3	5	הקמת ועדה פליאטיבי במוסד  רגישות נוספת לתחום הפליאטיבי 	יש שיעורים שהתכנים חזרו על עצמם  ניסיון של המרצים ודוגמאות מהשטח תרמו לי לחדד ולהבין את הנושא	
05/06/2024 16:20:11	קורס טיפול פליאטיבי	5	5	5	5	5	5	5	תוקם ועדה 		
05/06/2024 16:21:31	קורס טיפול פליאטיבי	5	5	5	5	5	5	4			תודה רבה על קורס.רכשתי ידע  מקצועי בתחום  שלא כל כך הייתי מכירה
05/06/2024 16:22:46	קורס טיפול פליאטיבי	3	5	2	3	3	3	5	מקווה שיתנו כלים מעשיים מה דרישות של משרד הבריאות 	יותר מעשי פחות לחזור על תכנים שכבר נלמדו 	
05/06/2024 16:22:54	קורס טיפול פליאטיבי	5	5	5	4	4	4	5	אתמוך ברצונו של הדייר ובהחלטת המשפחה להמשך החיים	הקורס מעניין מאוד. אבל הרבה תכנים חוזרים על עמצם	
05/06/2024 16:23:42	קורס טיפול פליאטיבי	4	5	4	5	4	4	5		סה"כ קורס היה מאוד מעניין,  הרחיב את הידע בתחום פליאטיבי ....בטוחה שנשתמש במקום העבודה  בידע  הזה.	
05/06/2024 16:24:17	קורס טיפול פליאטיבי	5	5	5	5	5	5	5		זו פעם ראשונה שאני בקורס דרך משען, שמחתי על הידע והכלים להמשך הדרך.	
05/06/2024 16:24:47	קורס טיפול פליאטיבי	5	5	5	4	4	4	4	להעזר בגורמים חיצוניים תקשורת כאב	נהניתי 	
05/06/2024 16:25:58	קורס טיפול פליאטיבי	5	5	5	4	4	5	5		הקורס היה מעשיר מאוד אין ספק שקבלנו כלים משמעותיים  המרצים מעולים ובעלי ידע ההרצאות הועברו בצורה ברורה תודה	
05/06/2024 16:29:49	קורס טיפול פליאטיבי	5	5	5	5	4	5	5	הקמת צוות פליאטיבי במחלקה לצורך זיהוי צרכים ומתן טיפול  בחולה נוטה למות	חיזקתי ורעננתי ידע קודם, קיבלתי כלים חדשים  אשר יתרמו  לעבודתי בהמשך	
05/06/2024 16:38:58	קורס טיפול פליאטיבי	4	4	5	4	4	4	5		חבל שהיה לי עוד קורס במקביל ואני בעיקר שמאתי הקלטות, לא יכולתי להשתתף בדיונים	
05/06/2024 20:39:05	קורס טיפול פליאטיבי	5	5	5	4	5	5	5	למדתי כיצד להתמודד עם קשיים בעבודה בדרכים חדשות	יש עדיפות לשיעור פרונטלי מאשר שיעורי זום	תודה רבה
05/06/2024 23:28:47	קורס טיפול פליאטיבי	5	5	5	5	4	5	5	גישה לחולה פליאטיבי אשר לא חולה אונקולוגיתוך הבנה צרכיו וצרכי המשפחה. 	ההרצאות היו מעניינות ותרמו רבות לידע מקצועי. במיוחד ערצאה על טיפול בפצעי לחץ / קשיי ריפוי.  ערצאה על התקשורת הייתה מרתקת מאוד. תודה רבה!	
04/07/2024 19:03:15	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	5	5	5			
04/07/2024 19:03:42	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
04/07/2024 19:04:34	קורס בטיחות הטיפול וניהול סיכונים	5	5	3	4	3	3	5	להכשיר שכר האחים שלא עברו את הקורס במידע בסיסי 	קורס בעל רמה מאוד גבוהה מוסיף ידע אשמח ללמוד עוד קורסים 	
04/07/2024 19:04:56	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	3	4	4			תודה רבה
04/07/2024 19:04:57	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5		הכל היה מצויין	
04/07/2024 19:05:02	קורס בטיחות הטיפול וניהול סיכונים	1	1	2	1	2	2	2	 מ אזהכנסתי  לקרוס  היה עשיר בחומר בפועל   נעשה    בעבודה  	היה  עשיר   . ומאוד מעניין	
04/07/2024 19:05:16	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	5	5	5	העלאת מודעות לעניין ניהול סיכונים		
04/07/2024 19:05:30	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	4	5	4	5	שינוים בתהליך תחכיר של אירוע חריג 		
04/07/2024 19:05:39	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	4	5	5	לבצע תחקיר מיומן מלמד ומהווה שיפור באיכות הטיפול	לפעמים מנותק מהמציאות הקיימת	
04/07/2024 19:05:39	קורס בטיחות הטיפול וניהול סיכונים	4	5	5	4	4	5	5			
04/07/2024 19:06:09	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	4	4	5	5	ביצוע ניהול סיכונים לפי הכלים שנרכשו בקורס 	בקורס קיבלנו כלים  ודרכי עבודה שישמשו איתנו בניהול סיכונים ובביצוע תחקירים 	תודה לכם על קורס מעשיר זה אשמח להשתתף בעוד קורסים 
04/07/2024 19:06:53	קורס בטיחות הטיפול וניהול סיכונים	4	4	3	4	3	3	4	ניתוח האירועים לפי המודלים, הדרכת הצוותים עם הידע החדש שקיבלנו.		
04/07/2024 19:07:46	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	4	5	לעשות יותר ישיבות צוות. 	היה מאוד כיף שהמרצה שואל ומשתף אותנו 	היה מאוד מעניין והעשיר אותנו ונמשיך לעשות קורסים. והמרצים היו ממש בסדר.
04/07/2024 19:08:50	קורס בטיחות הטיפול וניהול סיכונים	5	4	4	3	4	5	5	הקפדה על ביקורת מתמדת	אין מה לתאר, קורס עשיר, מלא בידע  שיטת לימוד מצויינת 	תודה 
04/07/2024 19:10:21	קורס בטיחות הטיפול וניהול סיכונים	3	5	3	3	3	3	4	לומדות לועדת התעמרות 	הייתי מציעה לעשות  תחקירים ולנתח אותם ביחד.. לא מספיק בתאוריה .. מאוד היו חסרים תירגולים.. הרצאות על תקשורת - חשובות, אבל חסר - דוגמאות שקשורות לשטח עבודה שלנו .. 	תודה רבה 
04/07/2024 19:12:29	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5	יותר הגשחה על יישום תוכנית טיפול		
04/07/2024 19:58:14	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
10/07/2024 18:16:04	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	5	5	5	5	5	5	5			
10/07/2024 18:17:27	נאמני דפוסי הפרשה -מניעת עצירות ושליטה על הסוגרים	4	5	5	5	5	5	5	מתן הדרכות לצוות סיעודי במחלקה ולמטופלים שבהכרה. להשתמש בתוכנית עבודה שהעבביר אלקס	חוויה מאד נעימה לא היה עומס . היה חומר מעניין. אבל אני חושב שצריך להדגיש נושא טיפול תרופתי 	תודה לכם
17/07/2024 19:05:55	קורס ניהול בכיר	5	5	5	5	5	5	5			
17/07/2024 19:05:59	קורס ניהול בכיר	5	5	5	5	5	5	5			
17/07/2024 19:07:39	קורס ניהול בכיר	5	4	4	4	3	4	5	חלוקת משימות 	היו סימולציות ודיונים שהיו מאתגרים	
17/07/2024 19:10:25	קורס ניהול בכיר	5	5	5	5	5	5	5			
17/07/2024 19:12:02	קורס ניהול בכיר	5	5	5	5	5	5	5	כולם כל לקחתי לעצמי לעשות דו שיח במצבי קונפליקט. קבלת החלטות מורכבים, ניהול זמן 	לדעתי קורס ממש עשיר וגם נותן  זמן תירגול, אני כל פעם גם הדפסתי שקופיות, גם חוזרתי לכל ההרצאות	תודה רבה על הקורס, היה נעים להכיר אותכן. מקווה גם להצליח בריצה חצי מרטון
17/07/2024 19:13:04	קורס ניהול בכיר	5	5	5	4	5	5	5	גיבוש והנעת צוות, תקשורת אפקטיבית, אמפטיה, תוכנית עבודה וניהול זמן	כלל צוות הרצאות ובמיוחד אירית היו נהדרים, אירית היחידה והמיוחדת, נחמדת מאוד עם נסיון עשיר והכשרה מעולה. אישית למדתי ממנה הרבה ולא רק חומר אלא גם כן ברמת האישיות, הנוכחות והמקצועיות. הייתי מתלהב ומחכה ליום רביעי בכדי לפגוש אותה ואת כל המשתתפים.  שוב פעם העמותה מפתיעה אותנו בקורסים חשובים, תודה רבה ונתראה בקורס ניהול סיכונים ב״ה.	
17/07/2024 19:34:06	קורס בטיחות הטיפול וניהול סיכונים	4	5	4	3	4	4	5	שאני יודע הכול במוסד וגם והנהלה	הכול	צודה רבה לכם
18/07/2024 17:35:37	קורס ניהול בכיר	5	5	5	5	5	5	5			
19/07/2024 12:09:16	קורס ניהול בכיר	5	5	5	5	5	5	5			
21/07/2024 09:14:09	קורס ניהול בכיר	5	5	5	5	5	5	5			
22/07/2024 19:19:01	עדכון ידע בגריאטריה	5	4	3	4	3	3	4			
22/07/2024 19:20:07	עדכון ידע בגריאטריה	5	5	3	4	3	3	5	היתיחסות לנושא המיני בגיל השלישי	התוכן היה מעניין ומאמינה שלכל אחת טרם בדרך אחרת. אני לקחתי את נושא המיניות בגיל השלישי ואשמח לתת במה פנושא במחלקה שיקומית	
22/07/2024 19:23:48	עדכון ידע בגריאטריה	5	4	1	4	5	5	5	99	כל נושה היה לי חשוב	תודה גם לכם
22/07/2024 19:27:02	קורס בטיחות הטיפול וניהול סיכונים	5	5	5	5	5	5	5			
22/07/2024 19:28:07	עדכון ידע בגריאטריה	4	5	3	4	3	4	4			
22/07/2024 19:37:43	עדכון ידע בגריאטריה	5	5	5	5	5	5	5	בעקבות ההכשרה אקח אמי את הנושא כאב .הקפדה בזמן קבלת מטופל אנמנזה מפורטת ומלאה .כמעט כל תחום שלמדתי נותן לי הרבה הבנה על המטופל ולתת למטופל את הטיפול הכי טוב והכי נכון לו 	מאודד נהנתי אירית . מרצה מהממת מעבירה  .חלק יפה .מובן .מעניין ומוכשרת  מאוד כל מה שנותר לי לומר תודה רבה לך  מכל הלב 	
